ID;Дата и время создания;Дата последнего изменения;Код КПГЗ;Наименование КПГЗ;Вышестоящий КПГЗ;Описание;ОКПД;ОКПД-2;Код номенклатуры МЭР;Необходимость привязки к объекту городского хозяйства;Признак стандартизированной позиции;Требуется проведение государственной экспертизы;Относится к капитальному и текущему ремонту, благоустройству, устройству пешеходных зон, сносу и т.п.;Тип объекта городского хозяйства;Проект
12444361;26.03.2016 00:00:00;29.08.2017 10:54:39;01.15.05.04.03;СРЕДСТВА КОРРЕКТИРУЮЩИЕ И КРАСЯЩИЕ КАНЦЕЛЯРСКИЕ;01.15.05.04 МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ ОФИСА;Средства корректирующие и красящие канцелярские. Данная позиция не имеет подчиненных позиций.;24.66.48;20.59.59;;;Да;;;;Нет
11042576;26.03.2016 00:00:00;19.07.2017 13:34:11;01.20.05.01;СРЕДСТВА КОСМЕТИЧЕСКИЕ;01.20.05 КОСМЕТИКА, ПАРФЮМЕРИЯ, ПРЕДМЕТЫ ГИГИЕНЫ;СРЕДСТВА КОСМЕТИЧЕСКИЕ;24.52.1;20.42.1;;Нет;Нет;Нет;Нет;;Нет
3206357;29.03.2014 00:00:00;26.03.2016 00:00:00;01.17.07;СРЕДСТВА ЛЕКАРСТВЕННЫЕ ДЛЯ ЖИВОТНЫХ;01.17 ЗООТОВАРЫ И ВЕТЕРИНАРНЫЕ ТОВАРЫ;Средства лекарственные для животных. Данная позиция не имеет подчиненных позиций.;24.42.13.792;21.20.23.192;24.42.990;;Нет;;;;Нет
3205570;26.03.2016 00:00:00;26.03.2016 00:00:00;01.11.02.06;СРЕДСТВА МАЛОЙ МЕХАНИЗАЦИИ СТРОИТЕЛЬСТВА;01.11.02 ИНСТРУМЕНТ И ОБОРУДОВАНИЕ ИНСТРУМЕНТАЛЬНОЕ;В данную группировку входят: <br>- устройства для перевозки, переноски грузов<br>- устройства для временного крепления, фиксации<br>- устройства для подъема грузов (кроме кранов)<br>- средства малой механизации строительства прочие;29.22.18;28.22.18;36.63.991;;Нет;;;;Нет
3205574;26.03.2016 00:00:00;26.03.2016 00:00:00;01.11.02.06.99;СРЕДСТВА МАЛОЙ МЕХАНИЗАЦИИ СТРОИТЕЛЬСТВА ПРОЧИЕ;01.11.02.06 СРЕДСТВА МАЛОЙ МЕХАНИЗАЦИИ СТРОИТЕЛЬСТВА;Средства малой механизации строительства прочие. Данная позиция не имеет подчиненных позиций.;29.22.18;28.22.18;36.63.991;;Нет;;;;Нет
8529453;26.03.2016 00:00:00;07.02.2017 11:48:23;01.02.06.06.02;СРЕДСТВА МЕДИЦИНСКИЕ ДЛЯ ОЧИЩЕНИЯ КОЖИ;01.02.06.06 ИЗДЕЛИЯ МЕДИЦИНСКИЕ ДЛЯ УХОДА ЗА БОЛЬНЫМИ;Средства медицинские для очищения кожи. Данная позиция не имеет подчиненных позиций.;24.52.15.190;20.42.15.190;;;Нет;;;;Нет
14302116;26.03.2016 00:00:00;23.11.2017 09:40:07;01.20.04.02;СРЕДСТВА МОЮЩИЕ, КРОМЕ ПРЕДНАЗНАЧЕННЫХ ДЛЯ СТИРКИ;01.20.04 ХИМИЯ БЫТОВАЯ;Средства моющие, кроме предназначенных для стирки. Данная позиция не имеет подчиненных позиций.;24.51.32.129;20.41.32.110;;Нет;Да;Нет;Нет;;Нет
3204882;26.03.2016 00:00:00;26.03.2016 00:00:00;01.03.07.99;СРЕДСТВА ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ ДОРОЖНОГО ДВИЖЕНИЯ ПРОЧИЕ;01.03.07 СРЕДСТВА ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ;Средства обеспечения безопасности дорожного движения прочие. Данная позиция не имеет подчиненных позиций.;31.62.11.190;27.90.20.120;31.62.991;;Нет;;;;Нет
3204879;26.03.2016 00:00:00;26.03.2016 00:00:00;01.03.07;СРЕДСТВА ОБЕСПЕЧЕНИЯ ТРАНСПОРТНОЙ БЕЗОПАСНОСТИ;01.03 СИСТЕМЫ ОХРАНЫ, НАБЛЮДЕНИЯ, ОБЕСПЕЧЕНИЯ БЕЗОПАСНОСТИ;В данную группировку входят: <br>- дорожные знаки и указатели маршрутного ориентирования<br>- светофоры<br>- средства обеспечения безопасности дорожного движения прочие;31.62.11.113;27.90.70.000;36.63.991;;Нет;;;;Нет
14302484;16.06.2017 15:04:07;23.11.2017 09:54:19;01.20.04.10;СРЕДСТВА ПО УХОДУ ЗА ИЗДЕЛИЯМИ ИЗ ТКАНИ;01.20.04 ХИМИЯ БЫТОВАЯ;Средства по уходу за изделиями из ткани. Данная позиция не имеет подчиненных позиций.;24.66.48;20.59.59;;Нет;Да;Нет;Нет;;Нет
3206355;29.03.2014 00:00:00;26.03.2016 00:00:00;01.17.05;СРЕДСТВА ПО УХОДУ И СОДЕРЖАНИЮ ЖИВОТНЫХ;01.17 ЗООТОВАРЫ И ВЕТЕРИНАРНЫЕ ТОВАРЫ;Средства по уходу и содержанию животных. Данная позиция не имеет подчиненных позиций.;33.10.15.170;32.50.13.190;29.71.352;;Нет;;;;Нет
3206364;29.03.2014 00:00:00;26.03.2016 00:00:00;01.18.05;СРЕДСТВА ПО УХОДУ И СОДЕРЖАНИЮ ЦВЕТОВ И РАСТЕНИЙ;01.18 ЦВЕТЫ, РАСТЕНИЯ, ТОВАРЫ ДЛЯ ОЗЕЛЕНЕНИЯ;В данную группировку входят: <br>- удобрения для цветов и растений<br>- средства защиты растений<br>- биологически активные вещества для цветов и растений<br>- земля, торф, смеси;24.20.1;20.20.1;36.63.991;;Нет;;;;Нет
3204892;29.03.2014 00:00:00;26.03.2016 00:00:00;01.04.01.07;СРЕДСТВА ПОЖАРОТУШЕНИЯ;01.04.01 ИНВЕНТАРЬ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;В данную группировку входят: <br>- огнетушители ручные<br>- установки пожаротушения ранцевые<br>- полотна противопожарные<br>- щиты пожарные<br>- ящики с песком;29.24;28.29;29.24.480;;Нет;;;;Нет
14302393;26.03.2016 00:00:00;23.11.2017 09:49:55;01.20.04.09;СРЕДСТВА СТИРАЛЬНЫЕ;01.20.04 ХИМИЯ БЫТОВАЯ;Средства стиральные. Данная позиция не имеет подчиненных позиций.;24.51.31.156;20.41.32.120;;Нет;Да;Нет;Нет;;Нет
10632627;30.06.2017 13:40:10;30.06.2017 13:40:10;01.09.06.04;СРЕДСТВА ТРАНСПОРТНЫЕ ДЛЯ ТЕХНИЧЕСКОГО ОБСЛУЖИВАНИЯ И РЕМОНТА ЖЕЛЕЗНОДОРОЖНЫХ ПУТЕЙ;01.09.06 ТРАНСПОРТНЫЕ СРЕДСТВА ЖЕЛЕЗНОДОРОЖНЫЕ;Средства транспортные для технического обслуживания и ремонта железнодорожных путей. Данная позиция не имеет подчиненных позиций.;35.20;30.20.31;;Нет;Нет;Нет;Нет;;Нет
14302083;26.03.2016 00:00:00;23.11.2017 09:38:52;01.20.04.01;СРЕДСТВА ЧИСТЯЩИЕ;01.20.04 ХИМИЯ БЫТОВАЯ;В данную группировку входят: <br>- средства чистящие хлоросодержащие <br>- средства чистящие моющие <br>- порошки чистящие отбеливающие <br>- средства чистящие прочие;24.51.32.129;20.41.44;;Нет;Да;Нет;Нет;;Нет
3205928;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.05.05;СТАБИЛИЗАТОРЫ НАПРЯЖЕНИЯ;01.13.07.05 СИСТЕМЫ ЭЛЕКТРОПИТАНИЯ;Стабилизаторы напряжения. Данная позиция не имеет подчиненных позиций.;31.10.50.190;27.11.50.120;30.0;;Нет;;;;Нет
3206700;26.03.2016 00:00:00;26.03.2016 00:00:00;01.25.04.99;СТАНКИ ДЛЯ МЕХАНООБРАБОТКИ ПРОЧИЕ;01.25.04 ОБОРУДОВАНИЕ ДЛЯ МЕХАНООБРАБОТКИ;Станки для механообработки прочие. Данная позиция не имеет подчиненных позиций.;29.42;28.41;36.63.991;;Нет;;;;Нет
14302613;26.03.2016 00:00:00;23.11.2017 09:58:16;01.20.05.03.01;СТАНКИ И ПРИСПОСОБЛЕНИЯ ДЛЯ БРИТЬЯ;01.20.05.03 ПРЕДМЕТЫ ГИГИЕНЫ;Станки и приспособления для бритья. Данная позиция не имеет подчиненных позиций.;28.61.12;25.71.12;;Нет;Да;Нет;Нет;;Нет
3206699;26.03.2016 00:00:00;26.03.2016 00:00:00;01.25.04.03;СТАНКИ СВЕРЛИЛЬНЫЕ;01.25.04 ОБОРУДОВАНИЕ ДЛЯ МЕХАНООБРАБОТКИ;Станки сверлильные. Данная позиция не имеет подчиненных позиций.;29.42.22.110;28.41.22.110;36.63.991;;Нет;;;;Нет
3206697;26.03.2016 00:00:00;26.03.2016 00:00:00;01.25.04.01;СТАНКИ ТОКАРНЫЕ;01.25.04 ОБОРУДОВАНИЕ ДЛЯ МЕХАНООБРАБОТКИ;Станки токарные. Данная позиция не имеет подчиненных позиций.;29.42.21.230;28.41.21.120;28.62.991;;Нет;;;;Нет
3206698;26.03.2016 00:00:00;26.03.2016 00:00:00;01.25.04.02;СТАНКИ ФРЕЗЕРНЫЕ;01.25.04 ОБОРУДОВАНИЕ ДЛЯ МЕХАНООБРАБОТКИ;Станки фрезерные. Данная позиция не имеет подчиненных позиций.;29.42.11.792;28.41.11.000;29.56.991;;Нет;;;;Нет
3203547;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.08.07;СТАНОВЫЕ ДИНАМОМЕТРЫ ДЛЯ ИЗМЕРЕНИЯ СИЛЫ ТЯГИ;01.02.05.01.08 СРЕДСТВА ИЗМЕРЕНИЯ ДЛЯ МАССЫ, СИЛЫ, ЭНЕРГИИ, ЛИНЕЙНЫХ И УГЛОВЫХ ВЕЛИЧИН, ТЕМПЕРАТУРЫ;Становые динамометры для измерения силы тяги. Данная позиция не имеет подчиненных позиций.;33.10.12.122;26.60.12.122;29.24.350;;Нет;;;;Нет
3205192;26.03.2016 00:00:00;26.03.2016 00:00:00;01.07.08.12;СТАНЦИИ ВИЗУАЛЬНОГО КОНТРОЛЯ;01.07.08 РЕСТАВРАЦИОННОЕ ОБОРУДОВАНИЕ;Станции визуального контроля. Данная позиция не имеет подчиненных позиций.;29.24.40.739;28.29.60.000;29.56.991;;Нет;;;;Нет
3203708;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.14.51;СТАНЦИИ МОНИТОРНЫЕ ЦЕНТРАЛЬНЫЕ;01.02.05.01.14 ИЗМЕРИТЕЛЬНЫЕ УСТАНОВКИ, КОМПЛЕКСЫ, СИГНАЛИЗАТОРЫ, РЕГИСТРАТОРЫ, ИНДИКАТОРЫ;Станции мониторные центральные. Данная позиция не имеет подчиненных позиций.;33.10.12.126;26.60.12.129;33.10.220;;Нет;;;;Нет
3204308;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.26.27;СТАНЦИИ РАБОЧИЕ ДЛЯ ПРОСМОТРА РЕНТГЕНОВСКИХ ИЗОБРАЖЕНИЙ;01.02.05.26 РЕНТГЕНОЛОГИЧЕСКОЕ, РАДИОЛОГИЧЕСКОЕ И ТРАВМАТОЛОГИЧЕСКОЕ ОБОРУДОВАНИЕ;Станции рабочие для просмотра рентгеновских изображений. Данная позиция не имеет подчиненных позиций.;33.10.11.119;26.60.11.119;33.10.110;;Нет;;;;Нет
3205953;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.09.03.01;СТАНЦИИ ТЕЛЕФОННЫЕ АНАЛОГОВЫЕ (АТС);01.13.09.03 СРЕДСТВА И СИСТЕМЫ ФИКСИРОВАННОЙ ТЕЛЕФОННОЙ СВЯЗИ;Станции телефонные аналоговые (атс). Данная позиция не имеет подчиненных позиций.;32.20.20.240;26.30.11.110;32.20.240;;Нет;;;;Нет
3205955;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.09.03.03;СТАНЦИИ ТЕЛЕФОННЫЕ ГИБРИДНЫЕ (АТС);01.13.09.03 СРЕДСТВА И СИСТЕМЫ ФИКСИРОВАННОЙ ТЕЛЕФОННОЙ СВЯЗИ;Станции телефонные гибридные (атс). Данная позиция не имеет подчиненных позиций.;32.20.20.240;26.30.11.110;32.20.240;;Нет;;;;Нет
3205954;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.09.03.02;СТАНЦИИ ТЕЛЕФОННЫЕ ЦИФРОВЫЕ (АТС);01.13.09.03 СРЕДСТВА И СИСТЕМЫ ФИКСИРОВАННОЙ ТЕЛЕФОННОЙ СВЯЗИ;Станции телефонные цифровые (атс). Данная позиция не имеет подчиненных позиций.;32.20.20.240;26.30.11.110;32.20.240;;Нет;;;;Нет
8877536;29.03.2014 00:00:00;16.03.2017 16:14:44;01.02.05.01.16.90;СТАЦИОНАРНЫЕ ЦИФРОВЫЕ СИСТЕМЫ ДЛЯ ФУНКЦИОНАЛЬНОЙ ДИАГНОСТИКИ;01.02.05.01.16 ЭНДОСКОПИЧЕСКИЕ И УВЕЛИЧИТЕЛЬНЫЕ ПРИБОРЫ;Стационарные цифровые системы для функциональной диагностики. Данная позиция не имеет подчиненных позиций.;33.10.15.329;26.60.12.129;;;Нет;;;;Нет
10601880;29.03.2014 00:00:00;29.06.2017 14:46:50;01.04.01.10;СТВОЛЫ ПОЖАРНЫЕ;01.04.01 ИНВЕНТАРЬ ДЛЯ СПАСАТЕЛЬНЫХ СЛУЖБ И СЛУЖБ ГРАЖДАНСКОЙ ОБОРОНЫ;Стволы пожарные. Данная позиция не имеет подчиненных позиций.;25.21.22.510;25.99.29.190;;;Нет;;;;Нет
3205606;26.03.2016 00:00:00;26.03.2016 00:00:00;01.11.03.03;СТЕКЛОМАТЕРИАЛЫ;01.11.03 МАТЕРИАЛЫ РАСХОДНЫЕ ИНЖЕНЕРНО-СТРОИТЕЛЬНЫЕ;Стекломатериалы. Данная позиция не имеет подчиненных позиций.;26.11.11.129;23.11.12.120;26.11.130;;Нет;;;;Нет
11480313;26.03.2016 00:00:00;31.07.2017 14:45:40;01.11.03.11.05;СТЕКЛООБОИ;01.11.03.11 МАТЕРИАЛЫ ДЛЯ ОТДЕЛКИ СТЕН;Стеклообои. Данная позиция не имеет подчиненных позиций.;21.24.11.190;23.14.12.190;;;Нет;;;;Нет
3205677;26.03.2016 00:00:00;26.03.2016 00:00:00;01.11.04.02.02;СТЕКЛОПАКЕТЫ;01.11.04.02 ОКНА И КОМПЛЕКТУЮЩИЕ К НИМ;Стеклопакеты. Данная позиция не имеет подчиненных позиций.;26.12.13.120;23.12.13.121;36.63.991;;Нет;;;;Нет
10456592;29.03.2014 00:00:00;21.06.2017 17:08:40;01.16.16;СТЕЛЛАЖИ;01.16 МЕБЕЛЬ ОБЩЕГО НАЗНАЧЕНИЯ;Стеллажи. Данная позиция не имеет подчиненных позиций.;36.12.13.318;31.01.1;;;Нет;;;;Нет
7611997;29.08.2014 11:01:55;07.11.2016 10:19:17;01.07.01.07;СТЕЛЛАЖИ ДЛЯ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ИСКУССТВА;01.07.01 МЕБЕЛЬ ДЛЯ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ИСКУССТВА;Стеллажи для учреждений культуры и искусства. Данная позиция не имеет подчиненных позиций.;36.12.13.318;31.01.13.000;;Нет;Нет;Нет;;;Нет
3206334;29.03.2014 00:00:00;26.03.2016 00:00:00;01.16.18;СТЕНДЫ;01.16 МЕБЕЛЬ ОБЩЕГО НАЗНАЧЕНИЯ;Стенды. Данная позиция не имеет подчиненных позиций.;36.12.13.316;31.01.13.000;22.22.150;;Нет;;;;Нет
3205159;29.03.2014 00:00:00;26.03.2016 00:00:00;01.07.06.01.10;СТЕНДЫ И ПРИБОРЫ ДЛЯ КОНТРОЛЯ МУЗЫКАЛЬНЫХ ИНСТРУМЕНТОВ;01.07.06.01 ЗАПАСНЫЕ ЧАСТИ И ПРИНАДЛЕЖНОСТИ ДЛЯ МУЗЫКАЛЬНОГО ОБОРУДОВАНИЯ;Стенды и приборы для контроля музыкальных инструментов. Данная позиция не имеет подчиненных позиций.;36.30.18.210;32.20.20.190;33.20.991;;Нет;;;;Нет
12366483;24.08.2017 12:23:47;25.08.2017 10:34:29;01.15.05.03.02;СТЕНДЫ, ТАБЛИЧКИ, КАРМАНЫ ИНФОРМАЦИОННЫЕ;01.15.05.03 ДОСКИ МАГНИТНО-МАРКЕРНЫЕ, ФЛИПЧАРТЫ, СТЕНДЫ, ТАБЛИЧКИ, ДЕМОНСТРАЦИОННЫЕ СИСТЕМЫ;Стенды, таблички, карманы информационные;25.24.28.510;22.29.29.190;;;Да;;;;Нет
12453913;26.03.2016 00:00:00;29.08.2017 16:03:49;01.15.05.02.01;СТЕПЛЕРЫ (СШИВАТЕЛИ);01.15.05.02 ПРИНАДЛЕЖНОСТИ И МАТЕРИАЛЫ РАСХОДНЫЕ ДЛЯ СШИВАНИЯ И ПЕРЕПЛЕТА ДОКУМЕНТОВ;Степлеры (сшиватели). Данная позиция не имеет подчиненных позиций.;28.75.22;25.99.22;;;Да;;;;Нет
3205548;29.03.2014 00:00:00;26.03.2016 00:00:00;01.11.02.01.07;СТЕПЛЕРЫ СТРОИТЕЛЬНЫЕ АККУМУЛЯТОРНЫЕ;01.11.02.01 ИНСТРУМЕНТ ЭЛЕКТРИЧЕСКИЙ И МОТОРИЗОВАННЫЙ;Степлеры строительные аккумуляторные . Данная позиция не имеет подчиненных позиций.;28.62.30.999;25.73.30.299;28.62.991;;Нет;;;;Нет
3204068;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.14.33;СТЕППЕРЫ;01.02.05.14 ВОДОЛЕЧЕБНЫЕ И БАЛЬНЕОЛОГИЧЕСКИЕ МЕХАНОТЕРАПЕВТИЧЕСКИЕ АППАРАТЫ;Степперы. Данная позиция не имеет подчиненных позиций.;33.10.16.110;32.50.21.112;33.10.450;;Нет;;;;Нет
3203830;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.02.08;СТЕРЕОМИКРОСКОПЫ;01.02.05.02 ПРИБОРЫ И АППАРАТЫ ДЛЯ МЕДИЦИНСКИХ ЛАБОРАТОРНЫХ ИССЛЕДОВАНИЙ;Стереомикроскопы. Данная позиция не имеет подчиненных позиций.;33.20.61.111;26.51.61.110;33.20.670;;Нет;;;;Нет
3203334;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.02.04.02.01;СТЕРЖНЕВЫЕ МЕДИЦИНСКИЕ ИГЛЫ;01.02.02.04.02 МЕДИЦИНСКИЕ ИГЛЫ;Стержневые медицинские иглы. Данная позиция не имеет подчиненных позиций.;33.10.15.122;32.50.13.110;33.10.350;;Нет;;;;Нет
12443938;26.03.2016 00:00:00;29.08.2017 10:43:18;01.15.04.03.04;СТЕРЖНИ ДЛЯ КАРАНДАШЕЙ МЕХАНИЧЕСКИХ;01.15.04.03 КАРАНДАШИ ЧЕРНОГРАФИТОВЫЕ, КАРАНДАШИ МЕХАНИЧЕСКИЕ, КАРАНДАШИ ЦВЕТНЫЕ, СТЕРЖНИ ДЛЯ КАРАНДАШЕЙ;Стержни для карандашей механических. Данная позиция не имеет подчиненных позиций.;36.63.24.120;32.99.15;;;Да;;;;Нет
12369697;24.08.2017 11:48:26;25.08.2017 12:27:09;01.15.04.01.09;СТЕРЖНИ ДЛЯ РУЧЕК КАНЦЕЛЯРСКИХ;01.15.04.01 РУЧКИ КАНЦЕЛЯРСКИЕ, НАБОРЫ РУЧЕК, СТЕРЖНИ, ФУТЛЯРЫ (ЧЕХЛЫ) ДЛЯ РУЧЕК;Стержни для ручек канцелярских. Данная позиция не имеет подчиненных позиций.;36.63.23.120;32.99.14.130;;;Да;;;;Нет
3204230;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.21.01;СТЕРИЛИЗАТОРЫ;01.02.05.21 СТЕРИЛИЗАЦИОННОЕ ОБОРУДОВАНИЕ;Стерилизаторы. Данная позиция не имеет подчиненных позиций.;33.10.14.110;32.50.12.000;36.63.000;;Нет;;;;Нет
3204229;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.21;СТЕРИЛИЗАЦИОННОЕ ОБОРУДОВАНИЕ;01.02.05 МЕДИЦИНСКОЕ ОБОРУДОВАНИЕ;В данную группировку входят: <br>- стерилизаторы<br>- сушильно-стерилизационные шкафы<br>- коробки стерилизационные (биксы) для хранения стерильных инструментов и материала<br>- оборудование для стерилизации и дезинфекции стоматологических изделий и инструментов<br>- оборудование для стерилизации медицинских инструментов<br>- свч-установки для обеззараживания медицинских отходов<br>- индикаторы процесса стерилизации<br>- камеры для хранения стерильных инструментов и изделий<br>- мониторы окиси этилена;33.10.14.110;32.50.12.000;36.63.000;;Нет;;;;Нет
3203531;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.05.01;СТЕТОСКОПЫ;01.02.05.01.05 ПРИБОРЫ ДЛЯ АУСКУЛЬТАЦИИ (ВЫСЛУШИВАНИЯ);Стетоскопы. Данная позиция не имеет подчиненных позиций.;33.10.12.127;26.60.12.125;33.10.370;;Нет;;;;Нет
3203532;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.01.05.05;СТЕТОФОНЕНДОСКОПЫ;01.02.05.01.05 ПРИБОРЫ ДЛЯ АУСКУЛЬТАЦИИ (ВЫСЛУШИВАНИЯ);Стетофонендоскопы. Данная позиция не имеет подчиненных позиций.;33.10.12.127;26.60.12.125;33.10.370;;Нет;;;;Нет
3203954;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.10.09;СТИЛЕТЫ;01.02.05.10 КОМПЛЕКТУЮЩИЕ И ЧАСТИ ДЛЯ ПРИБОРОВ И АППАРАТОВ ДЛЯ ЛЕЧЕНИЯ, НАРКОЗНЫХ ПРИБОРОВ, УСТРОЙСТВ ДЛЯ ЗАМЕЩЕНИЯ ФУНКЦИЙ ОРГАНОВ И СИСТЕМ ОРГАНИЗМА;Стилеты. Данная позиция не имеет подчиненных позиций.;33.10.15.449;32.50.21.121;33.10.480;;Нет;;;;Нет
3204123;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.16.26;СТИМУЛЯТОРЫ (ТРЕНАЖЕРЫ) ДЫХАНИЯ;01.02.05.16 АППАРАТЫ ДЛЯ ИНГАЛЯЦИОННОГО НАРКОЗА, ВЕНТИЛЯЦИИ ЛЕГКИХ, АЭРОЗОЛЬТЕРАПИИ, КОМПЕНСАЦИИ И ЛЕЧЕНИЯ КИСЛОРОДНОЙ НЕДОСТАТОЧНОСТИ;Стимуляторы (тренажеры) дыхания. Данная позиция не имеет подчиненных позиций.;33.10.15.441;32.50.21.121;33.10.991;;Нет;;;;Нет
3204525;26.03.2016 00:00:00;26.03.2016 00:00:00;01.02.09.01.15;СТИМУЛЯТОРЫ АППЕТИТА,A15;01.02.09.01 ПИЩЕВАРИТЕЛЬНЫЙ ТРАКТ И ОБМЕН ВЕЩЕСТВ, A;;24.42.13.519;21.20.10.110;24.42.000;;Да;;;;Нет
3206322;29.03.2014 00:00:00;26.03.2016 00:00:00;01.16.06;СТОЙКИ;01.16 МЕБЕЛЬ ОБЩЕГО НАЗНАЧЕНИЯ;Стойки. Данная позиция не имеет подчиненных позиций.;36.12.12.159;31.01.12.190;36.12.990;;Нет;;;;Нет
12584846;26.03.2016 00:00:00;01.09.2017 12:14:27;01.15.05.01.05;СТОЙКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ;01.15.05.01 ЛОТКИ, ДИСПЕНСЕРЫ, ПРОЧИЕ НАСТОЛЬНЫЕ ПРИНАДЛЕЖНОСТИ;Стойки для канцелярских принадлежностей. Данная позиция не имеет подчиненных позиций.;25.24.27;22.29.25;;;Нет;;;;Нет
12392889;24.08.2017 12:03:41;25.08.2017 18:07:05;01.15.05.01.05.02;СТОЙКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ МЕТАЛЛИЧЕСКИЕ;01.15.05.01.05 СТОЙКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ;Стойки для канцелярских принадлежностей металлические. Данная позиция не имеет подчиненных позиций.;28.75.22;25.99.22;;;Да;;;;Нет
12391831;24.08.2017 12:01:54;25.08.2017 16:39:04;01.15.05.01.05.01;СТОЙКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ ПЛАСТИКОВЫЕ;01.15.05.01.05 СТОЙКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ;Стойки для канцелярских принадлежностей пластиковые. Данная позиция не имеет подчиненных позиций.;25.24.27;22.29.25;;;Да;;;;Нет
3204310;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.26.29;СТОЙКИ ДЛЯ РЕНТГЕНОВСКИХ СНИМКОВ;01.02.05.26 РЕНТГЕНОЛОГИЧЕСКОЕ, РАДИОЛОГИЧЕСКОЕ И ТРАВМАТОЛОГИЧЕСКОЕ ОБОРУДОВАНИЕ;Стойки для рентгеновских снимков. Данная позиция не имеет подчиненных позиций.;33.10.11.139;26.60.11.130;33.10.170;;Нет;;;;Нет
3204309;29.03.2014 00:00:00;26.03.2016 00:00:00;01.02.05.26.28;СТОЙКИ ДЛЯ ХРАНЕНИЯ РЕНТГЕНОГРАФИЧЕСКИХ КАССЕТ;01.02.05.26 РЕНТГЕНОЛОГИЧЕСКОЕ, РАДИОЛОГИЧЕСКОЕ И ТРАВМАТОЛОГИЧЕСКОЕ ОБОРУДОВАНИЕ;Стойки для хранения рентгенографических кассет. Данная позиция не имеет подчиненных позиций.;33.10.11.139;26.60.11.130;33.10.170;;Нет;;;;Нет
3205915;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.02;СТОЙКИ МОНТАЖНЫЕ;01.13.07 ЭЛЕМЕНТЫ ИТ-ИНФРАСТРУКТУРЫ;Стойки монтажные. Данная позиция не имеет подчиненных позиций.;30.02.19.190;26.20.40.190;30.02.710;;Нет;;;;Нет
3205914;26.03.2016 00:00:00;26.03.2016 00:00:00;01.13.07.01;СТОЙКИ СЕРВЕРНЫЕ;01.13.07 ЭЛЕМЕНТЫ ИТ-ИНФРАСТРУКТУРЫ;Стойки серверные. Данная позиция не имеет подчиненных позиций.;30.02.19.190;26.20.40.190;30.02.710;;Нет;;;;Нет
3206319;29.03.2014 00:00:00;26.03.2016 00:00:00;01.16.03;СТОЛЫ;01.16 МЕБЕЛЬ ОБЩЕГО НАЗНАЧЕНИЯ;Столы. Данная позиция не имеет подчиненных позиций.;36.12.12.119;31.01.12.110;36.12.990;;Нет;;;;Нет
3204979;26.03.2016 00:00:00;26.03.2016 00:00:00;01.06.01.04;СТОЛЫ ДЛЯ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ;01.06.01 МЕБЕЛЬ ДЛЯ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ;Столы для образовательных организаций. Данная позиция не имеет подчиненных позиций.;36.12.12.129;31.01.12.129;36.12.220;;Нет;;;;Нет
4251534;29.08.2014 11:01:55;08.09.2016 12:31:37;01.07.01.02;СТОЛЫ ДЛЯ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ИСКУССТВА;01.07.01 МЕБЕЛЬ ДЛЯ УЧРЕЖДЕНИЙ КУЛЬТУРЫ И ИСКУССТВА;Столы для учреждений культуры и искусства. Данная позиция не имеет подчиненных позиций.;36.12.12.126;31.01.12.110;;Нет;Нет;Нет;;;Нет
